id,age,sex,race,hispanic,born,degree,marital,childs,wrkstat,income16,class,relig,attend,partyid,polviews,region,weight
179,70,female,white,not hispanic,yes,graduate,divorced,3,retired,"$75,000 to $89,999",middle class,catholic,several times a year,strong democrat,conservative,northeast,0.328
180,64,female,white,not hispanic,yes,associate/junior college,divorced,2,retired,"$30,000 to $34,999",middle class,catholic,every week,"independent (neither, no response)","moderate, middle of the road",northeast,0.4027
181,60,female,white,"another hispanic, latino, or spanish origin",yes,bachelor's,widowed,0,retired,"$60,000 to $74,999",middle class,protestant,about once or twice a year,"independent (neither, no response)",slightly liberal,northeast,0.3067
182,42,female,black,not hispanic,yes,high school,never married,0,working full time,"$75,000 to $89,999",working class,protestant,never,not very strong republican,"moderate, middle of the road",northeast,0.6365
183,27,male,black,not hispanic,no,bachelor's,married,0,working full time,"$90,000 to $109,999",middle class,protestant,about once a month,not very strong democrat,liberal,northeast,1.117
184,,female,black,not hispanic,yes,graduate,never married,0,working full time,"$75,000 to $89,999",middle class,protestant,every week,not very strong republican,"moderate, middle of the road",northeast,0.3223
185,66,male,white,not hispanic,yes,bachelor's,married,1,retired,"$60,000 to $74,999",middle class,none,less than once a year,strong democrat,liberal,northeast,0.8383
186,58,female,black,not hispanic,no,bachelor's,divorced,1,working full time,"$90,000 to $109,999",middle class,catholic,never,strong democrat,"moderate, middle of the road",northeast,0.846
187,69,male,white,not hispanic,yes,bachelor's,married,1,retired,"$170,000 or over",upper class,jewish,never,strong democrat,liberal,northeast,0.8383
188,37,female,other,not hispanic,yes,graduate,married,1,working full time,"$170,000 or over",middle class,none,never,not very strong democrat,liberal,northeast,0.8768
189,49,female,white,not hispanic,yes,bachelor's,married,2,in school,"$170,000 or over",middle class,catholic,nearly every week,strong democrat,slightly conservative,northeast,1.0488
190,72,male,white,not hispanic,yes,graduate,married,1,retired,"$75,000 to $89,999",middle class,catholic,several times a week,strong democrat,liberal,northeast,0.8383
191,22,female,white,not hispanic,yes,graduate,never married,0,in school,,middle class,catholic,every week,other party,,northeast,1.3482
192,80,male,white,not hispanic,yes,graduate,married,1,retired,"$170,000 or over",middle class,jewish,about once or twice a year,"independent, close to democrat",liberal,northeast,0.8383
193,57,male,white,not hispanic,yes,graduate,married,2,working full time,"$170,000 or over",upper class,jewish,about once or twice a year,not very strong democrat,"moderate, middle of the road",northeast,0.4553
194,75,female,white,not hispanic,yes,high school,married,2,retired,"$75,000 to $89,999",middle class,catholic,never,strong republican,conservative,northeast,0.8331
195,32,male,white,not hispanic,yes,bachelor's,separated,2,working full time,"$75,000 to $89,999",lower class,none,never,not very strong democrat,extremely liberal,northeast,1.8631
196,34,female,other,puerto rican,yes,high school,married,0,keeping house,"$8,000 to $9,999",lower class,protestant,nearly every week,not very strong republican,"moderate, middle of the road",west,1.6703
197,34,male,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,working full time,"$35,000 to $39,999",lower class,catholic,never,"independent (neither, no response)","moderate, middle of the road",west,0.4228
198,34,male,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,other,"$60,000 to $74,999",working class,catholic,less than once a year,not very strong democrat,slightly liberal,west,3.0975
199,64,male,white,not hispanic,yes,high school,married,3,working full time,"$130,000 to $149,999",working class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",west,1.1719
200,71,male,other,"mexican, mexican american, chicano/a",no,high school,married,0,retired,"$90,000 to $109,999",middle class,catholic,less than once a year,strong democrat,liberal,west,0.9987
201,21,male,other,"another hispanic, latino, or spanish origin",no,high school,never married,0,working full time,"$110,000 to $129,999",working class,protestant,every week,strong republican,conservative,west,1.8271
202,29,,white,not hispanic,yes,graduate,married,2,working part time,"$10,000 to $12,499",working class,,,,,west,2.246
203,62,female,white,puerto rican,yes,high school,divorced,2,working part time,"$20,000 to $22,499",middle class,protestant,2-3 times a month,"independent, close to republican",slightly liberal,west,0.3948
204,73,female,other,not hispanic,no,less than high school,married,0,retired,"under $1,000",lower class,hinduism,several times a week,"independent (neither, no response)",slightly conservative,west,0.603
205,62,male,white,not hispanic,yes,high school,married,3,"with a job, but not at work because of temporary illness, vacation, strike",,middle class,protestant,several times a week,strong republican,extremely conservative,west,0.586
206,,male,other,"mexican, mexican american, chicano/a",no,less than high school,widowed,3,retired,,middle class,catholic,about once or twice a year,not very strong democrat,"moderate, middle of the road",west,0.4619
207,74,female,white,not hispanic,yes,high school,widowed,1,retired,"$25,000 to $29,999",lower class,catholic,about once a month,not very strong democrat,"moderate, middle of the road",west,1.0309
208,26,female,,"mexican, mexican american, chicano/a",yes,less than high school,never married,2,working full time,"under $1,000",lower class,catholic,2-3 times a month,"independent (neither, no response)",slightly liberal,west,2.5315
209,58,female,other,not hispanic,yes,bachelor's,never married,4,keeping house,"$30,000 to $34,999",lower class,buddhism,about once a month,strong democrat,slightly liberal,west,2.3597
210,18,female,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,working full time,"$35,000 to $39,999",lower class,catholic,2-3 times a month,"independent, close to democrat",slightly liberal,west,1.4943
211,22,male,white,"mexican, mexican american, chicano/a",yes,high school,never married,1,working full time,"$50,000 to $59,999",working class,other,nearly every week,not very strong republican,slightly liberal,west,5.535
212,30,male,black,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work","$12,500 to $14,999",lower class,protestant,every week,not very strong democrat,slightly liberal,west,0.4442
213,39,male,other,"another hispanic, latino, or spanish origin",yes,bachelor's,never married,2,working full time,"$90,000 to $109,999",working class,catholic,never,strong republican,conservative,west,0.7479
214,19,male,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,in school,"$3,000 to $3,999",working class,catholic,2-3 times a month,"independent (neither, no response)","moderate, middle of the road",west,2.2664
215,41,female,black,not hispanic,yes,high school,never married,1,working part time,"$6,000 to $6,999",working class,protestant,every week,"independent (neither, no response)","moderate, middle of the road",west,0.3623
216,38,female,other,"mexican, mexican american, chicano/a",no,less than high school,widowed,2,working part time,"under $1,000",working class,catholic,about once a month,"independent (neither, no response)","moderate, middle of the road",west,0.9917
217,24,female,other,not hispanic,yes,bachelor's,married,0,working full time,"$20,000 to $22,499",lower class,none,never,other party,extremely liberal,west,1.123
218,66,male,white,not hispanic,yes,high school,married,2,retired,"$110,000 to $129,999",middle class,christian,never,not very strong democrat,slightly liberal,west,1.079
219,33,male,white,not hispanic,yes,high school,never married,1,in school,"$130,000 to $149,999",working class,none,never,"independent, close to democrat",extremely liberal,west,0.9819
220,48,female,black,not hispanic,yes,bachelor's,widowed,5,working full time,"$75,000 to $89,999",working class,none,never,strong democrat,extremely liberal,west,0.8451
221,21,female,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,working part time,"$75,000 to $89,999",working class,protestant,less than once a year,"independent, close to democrat",extremely liberal,west,1.4943
222,28,male,other,"mexican, mexican american, chicano/a",yes,high school,never married,0,working part time,"$15,000 to $17,499",lower class,protestant,never,"independent, close to republican",slightly conservative,west,1.1332
223,28,male,other,"mexican, mexican american, chicano/a",yes,high school,widowed,2,"unemployed, laid off, looking for work","$6,000 to $6,999",working class,none,never,"independent (neither, no response)","moderate, middle of the road",west,0.5666
